Strekningsnavn;Intervallstart;Reell reisetid (sek);Normalreisetid (sek);Forsinkelse (sek);Antall biler;Lengde (m);Stipulert;Hastighet (km/t)
Klett - Studentersamfunnet;15.01.2014 07:50;1262;840;422;41;12322;;35.15
Klett - Studentersamfunnet;15.01.2014 07:55;1276;840;436;36;12322;;34.76
Klett - Studentersamfunnet;15.01.2014 08:00;1096;840;256;28;12322;;40.47
Klett - Studentersamfunnet;15.01.2014 08:05;1158;840;318;33;12322;;38.31
Klett - Studentersamfunnet;15.01.2014 08:10;1039;840;199;28;12322;;42.69
Klett - Studentersamfunnet;15.01.2014 08:15;941;840;101;35;12322;;47.14
Klett - Studentersamfunnet;15.01.2014 08:20;880;840;40;24;12322;;50.41
Klett - Studentersamfunnet;15.01.2014 08:25;850;840;10;37;12322;;52.19
Klett - Studentersamfunnet;15.01.2014 08:30;788;840;0;29;12322;;56.29
Klett - Studentersamfunnet;15.01.2014 08:35;831;840;0;30;12322;;53.38
Klett - Studentersamfunnet;15.01.2014 08:40;793;840;0;21;12322;;55.94
Klett - Studentersamfunnet;15.01.2014 08:45;814;840;0;28;12322;;54.50
Klett - Studentersamfunnet;15.01.2014 08:50;746;840;0;24;12322;;59.46
Klett - Studentersamfunnet;15.01.2014 08:55;713;840;0;22;12322;;62.21
Klett - Studentersamfunnet;15.01.2014 09:00;754;840;0;23;12322;;58.83
Klett - Studentersamfunnet;15.01.2014 09:05;742;840;0;24;12322;;59.78
Klett - Studentersamfunnet;15.01.2014 09:10;752;840;0;24;12322;;58.99
Klett - Studentersamfunnet;15.01.2014 09:15;763;840;0;20;12322;;58.14
Klett - Studentersamfunnet;15.01.2014 09:20;766;840;0;26;12322;;57.91
Klett - Studentersamfunnet;15.01.2014 09:25;703;840;0;18;12322;;63.10
Klett - Studentersamfunnet;15.01.2014 09:30;752;840;0;26;12322;;58.99
Klett - Studentersamfunnet;15.01.2014 09:35;742;840;0;26;12322;;59.78
Klett - Studentersamfunnet;15.01.2014 09:40;865;840;25;22;12322;;51.28
Klett - Studentersamfunnet;15.01.2014 09:45;905;840;65;36;12322;;49.02
Klett - Studentersamfunnet;15.01.2014 09:50;841;840;1;25;12322;;52.75
Klett - Studentersamfunnet;15.01.2014 09:55;790;840;0;22;12322;;56.15
Klett - Studentersamfunnet;15.01.2014 10:00;767;840;0;25;12322;;57.83
Klett - Studentersamfunnet;15.01.2014 10:05;749;840;0;20;12322;;59.22
Klett - Studentersamfunnet;15.01.2014 10:10;733;840;0;15;12322;;60.52
Klett - Studentersamfunnet;15.01.2014 10:15;733;840;0;27;12322;;60.52
Klett - Studentersamfunnet;15.01.2014 10:20;718;840;0;21;12322;;61.78
Klett - Studentersamfunnet;15.01.2014 10:25;748;840;0;16;12322;;59.30
Klett - Studentersamfunnet;15.01.2014 10:30;761;840;0;16;12322;;58.29
Klett - Studentersamfunnet;15.01.2014 10:35;742;840;0;24;12322;;59.78
Klett - Studentersamfunnet;15.01.2014 10:40;749;840;0;22;12322;;59.22
Klett - Studentersamfunnet;15.01.2014 10:45;759;840;0;21;12322;;58.44
Klett - Studentersamfunnet;15.01.2014 10:50;749;840;0;21;12322;;59.22
Klett - Studentersamfunnet;15.01.2014 10:55;711;840;0;14;12322;;62.39
Klett - Studentersamfunnet;15.01.2014 11:00;708;840;0;19;12322;;62.65
Klett - Studentersamfunnet;15.01.2014 11:05;682;840;0;14;12322;;65.04
Klett - Studentersamfunnet;15.01.2014 11:10;685;840;0;13;12322;;64.76
Klett - Studentersamfunnet;15.01.2014 11:15;717;840;0;14;12322;;61.87
Klett - Studentersamfunnet;15.01.2014 11:20;735;840;0;23;12322;;60.35
Klett - Studentersamfunnet;15.01.2014 11:25;707;840;0;18;12322;;62.74
Klett - Studentersamfunnet;15.01.2014 11:30;712;840;0;24;12322;;62.30
Klett - Studentersamfunnet;15.01.2014 11:35;727;840;0;25;12322;;61.02
Klett - Studentersamfunnet;15.01.2014 11:40;727;840;0;28;12322;;61.02
Klett - Studentersamfunnet;15.01.2014 11:45;751;840;0;32;12322;;59.07
Klett - Studentersamfunnet;15.01.2014 11:50;746;840;0;28;12322;;59.46
Klett - Studentersamfunnet;15.01.2014 11:55;751;840;0;21;12322;;59.07
Klett - Studentersamfunnet;15.01.2014 12:00;773;840;0;23;12322;;57.39
Klett - Studentersamfunnet;15.01.2014 12:05;702;840;0;25;12322;;63.19
Klett - Studentersamfunnet;15.01.2014 12:10;726;840;0;13;12322;;61.10
Klett - Studentersamfunnet;15.01.2014 12:15;735;840;0;18;12322;;60.35
Klett - Studentersamfunnet;15.01.2014 12:20;728;840;0;23;12322;;60.93
Klett - Studentersamfunnet;15.01.2014 12:25;715;840;0;25;12322;;62.04
Klett - Studentersamfunnet;15.01.2014 12:30;766;840;0;20;12322;;57.91
Klett - Studentersamfunnet;15.01.2014 12:35;789;840;0;22;12322;;56.22
Klett - Studentersamfunnet;15.01.2014 12:40;800;840;0;22;12322;;55.45
Klett - Studentersamfunnet;15.01.2014 12:45;785;840;0;24;12322;;56.51
Klett - Studentersamfunnet;15.01.2014 12:50;770;840;0;20;12322;;57.61
Klett - Studentersamfunnet;15.01.2014 12:55;742;840;0;16;12322;;59.78
Klett - Studentersamfunnet;15.01.2014 13:00;742;840;0;21;12322;;59.78
Klett - Studentersamfunnet;15.01.2014 13:05;713;840;0;15;12322;;62.21
Klett - Studentersamfunnet;15.01.2014 13:10;692;840;0;24;12322;;64.10
Klett - Studentersamfunnet;15.01.2014 13:15;713;840;0;13;12322;;62.21
Klett - Studentersamfunnet;15.01.2014 13:20;715;840;0;14;12322;;62.04
Klett - Studentersamfunnet;15.01.2014 13:25;723;840;0;17;12322;;61.35
Klett - Studentersamfunnet;15.01.2014 13:30;736;840;0;29;12322;;60.27
Klett - Studentersamfunnet;15.01.2014 13:35;716;840;0;24;12322;;61.95
Klett - Studentersamfunnet;15.01.2014 13:40;702;840;0;13;12322;;63.19
Klett - Studentersamfunnet;15.01.2014 13:45;713;840;0;20;12322;;62.21
Klett - Studentersamfunnet;15.01.2014 13:50;702;840;0;21;12322;;63.19
Klett - Studentersamfunnet;15.01.2014 13:55;694;840;0;21;12322;;63.92
Klett - Studentersamfunnet;15.01.2014 14:00;750;840;0;19;12322;;59.15
Klett - Studentersamfunnet;15.01.2014 14:05;708;840;0;21;12322;;62.65
Klett - Studentersamfunnet;15.01.2014 14:10;778;840;0;20;12322;;57.02
Klett - Studentersamfunnet;15.01.2014 14:15;738;840;0;24;12322;;60.11
Klett - Studentersamfunnet;15.01.2014 14:20;740;840;0;17;12322;;59.94
Klett - Studentersamfunnet;15.01.2014 14:25;766;840;0;26;12322;;57.91
Klett - Studentersamfunnet;15.01.2014 14:30;723;840;0;15;12322;;61.35
Klett - Studentersamfunnet;15.01.2014 14:35;724;840;0;22;12322;;61.27
Klett - Studentersamfunnet;15.01.2014 14:40;736;840;0;13;12322;;60.27
Klett - Studentersamfunnet;15.01.2014 14:45;706;840;0;17;12322;;62.83
Klett - Studentersamfunnet;15.01.2014 14:50;707;840;0;25;12322;;62.74
Klett - Studentersamfunnet;15.01.2014 14:55;743;840;0;18;12322;;59.70
Klett - Studentersamfunnet;15.01.2014 15:00;701;840;0;19;12322;;63.28
Klett - Studentersamfunnet;15.01.2014 15:05;720;840;0;19;12322;;61.61
Klett - Studentersamfunnet;15.01.2014 15:10;747;840;0;18;12322;;59.38
Klett - Studentersamfunnet;15.01.2014 15:15;754;840;0;24;12322;;58.83
Klett - Studentersamfunnet;15.01.2014 15:20;756;840;0;22;12322;;58.68
Klett - Studentersamfunnet;15.01.2014 15:25;721;840;0;28;12322;;61.52
Klett - Studentersamfunnet;15.01.2014 15:30;721;840;0;19;12322;;61.52
Klett - Studentersamfunnet;15.01.2014 15:35;768;840;0;27;12322;;57.76
Klett - Studentersamfunnet;15.01.2014 15:40;760;840;0;16;12322;;58.37
Klett - Studentersamfunnet;15.01.2014 15:45;760;840;0;29;12322;;58.37
Klett - Studentersamfunnet;15.01.2014 15:50;781;840;0;26;12322;;56.80
Klett - Studentersamfunnet;15.01.2014 15:55;800;840;0;26;12322;;55.45
Klett - Studentersamfunnet;15.01.2014 16:00;835;840;0;19;12322;;53.12
Klett - Studentersamfunnet;15.01.2014 16:05;764;840;0;22;12322;;58.06
Klett - Studentersamfunnet;15.01.2014 16:10;760;840;0;18;12322;;58.37
Klett - Studentersamfunnet;15.01.2014 16:15;845;840;5;20;12322;;52.50
Klett - Studentersamfunnet;15.01.2014 16:20;813;840;0;19;12322;;54.56
Klett - Studentersamfunnet;15.01.2014 16:25;856;840;16;17;12322;;51.82
Klett - Studentersamfunnet;15.01.2014 16:30;945;840;105;10;12322;;46.94
Klett - Studentersamfunnet;15.01.2014 16:35;1001;840;161;4;12322;;44.31
Klett - Studentersamfunnet;15.01.2014 16:40;1098;840;258;8;12322;;40.40
Klett - Studentersamfunnet;15.01.2014 16:45;1015;840;175;13;12322;;43.70
Klett - Studentersamfunnet;15.01.2014 16:50;1018;840;178;12;12322;;43.57
Klett - Studentersamfunnet;15.01.2014 16:55;960;840;120;11;12322;;46.21
Klett - Studentersamfunnet;15.01.2014 17:00;890;840;50;6;12322;;49.84
Klett - Studentersamfunnet;15.01.2014 17:05;910;840;70;16;12322;;48.75
Klett - Studentersamfunnet;15.01.2014 17:10;822;840;0;8;12322;;53.96
Klett - Studentersamfunnet;15.01.2014 17:15;889;840;49;13;12322;;49.90
Klett - Studentersamfunnet;15.01.2014 17:20;934;840;94;16;12322;;47.49
Klett - Studentersamfunnet;15.01.2014 17:25;822;840;0;9;12322;;53.96
Klett - Studentersamfunnet;15.01.2014 17:30;1005;840;165;13;12322;;44.14
Klett - Studentersamfunnet;15.01.2014 17:35;836;840;0;16;12322;;53.06
Klett - Studentersamfunnet;15.01.2014 17:40;767;840;0;16;12322;;57.83
Klett - Studentersamfunnet;15.01.2014 17:45;790;840;0;16;12322;;56.15
Klett - Studentersamfunnet;15.01.2014 17:50;765;840;0;11;12322;;57.99
Klett - Studentersamfunnet;15.01.2014 17:55;758;840;0;13;12322;;58.52
Klett - Studentersamfunnet;15.01.2014 18:00;757;840;0;19;12322;;58.60
Klett - Studentersamfunnet;15.01.2014 18:05;726;840;0;17;12322;;61.10
Klett - Studentersamfunnet;15.01.2014 18:10;730;840;0;18;12322;;60.77
Klett - Studentersamfunnet;15.01.2014 18:15;704;840;0;26;12322;;63.01
Klett - Studentersamfunnet;15.01.2014 18:20;701;840;0;17;12322;;63.28
Klett - Studentersamfunnet;15.01.2014 18:25;711;840;0;24;12322;;62.39
Klett - Studentersamfunnet;15.01.2014 18:30;695;840;0;11;12322;;63.83
Klett - Studentersamfunnet;15.01.2014 18:35;704;840;0;16;12322;;63.01
Klett - Studentersamfunnet;15.01.2014 18:40;704;840;0;20;12322;;63.01
Klett - Studentersamfunnet;15.01.2014 18:45;712;840;0;20;12322;;62.30
Klett - Studentersamfunnet;15.01.2014 18:50;723;840;0;15;12322;;61.35
Klett - Studentersamfunnet;15.01.2014 18:55;707;840;0;16;12322;;62.74
Klett - Studentersamfunnet;15.01.2014 19:00;703;840;0;18;12322;;63.10
Klett - Studentersamfunnet;15.01.2014 19:05;689;840;0;11;12322;;64.38
Klett - Studentersamfunnet;15.01.2014 19:10;706;840;0;12;12322;;62.83
Klett - Studentersamfunnet;15.01.2014 19:15;709;840;0;11;12322;;62.57
Klett - Studentersamfunnet;15.01.2014 19:20;701;840;0;14;12322;;63.28
Klett - Studentersamfunnet;15.01.2014 19:25;703;840;0;10;12322;;63.10
Klett - Studentersamfunnet;15.01.2014 19:30;703;840;0;8;12322;;63.10
Klett - Studentersamfunnet;15.01.2014 19:35;675;840;0;10;12322;;65.72
Klett - Studentersamfunnet;15.01.2014 19:40;693;840;0;11;12322;;64.01
Klett - Studentersamfunnet;15.01.2014 19:45;654;840;0;12;12322;;67.83
Klett - Studentersamfunnet;15.01.2014 19:50;657;840;0;15;12322;;67.52
Klett - Studentersamfunnet;15.01.2014 19:55;683;840;0;11;12322;;64.95
Klett - Studentersamfunnet;15.01.2014 20:00;625;840;0;8;12322;;70.97
Klett - Studentersamfunnet;15.01.2014 20:05;701;840;0;11;12322;;63.28
Klett - Studentersamfunnet;15.01.2014 20:10;665;840;0;9;12322;;66.71
Klett - Studentersamfunnet;15.01.2014 20:15;666;840;0;8;12322;;66.61
Klett - Studentersamfunnet;15.01.2014 20:20;670;840;0;16;12322;;66.21
Klett - Studentersamfunnet;15.01.2014 20:25;676;840;0;11;12322;;65.62
Klett - Studentersamfunnet;15.01.2014 20:30;731;840;0;9;12322;;60.68
Klett - Studentersamfunnet;15.01.2014 20:35;667;840;0;10;12322;;66.51
Klett - Studentersamfunnet;15.01.2014 20:40;654;840;0;10;12322;;67.83
Klett - Studentersamfunnet;15.01.2014 20:45;638;840;0;8;12322;;69.53
Klett - Studentersamfunnet;15.01.2014 20:50;685;840;0;12;12322;;64.76
Klett - Studentersamfunnet;15.01.2014 20:55;692;840;0;9;12322;;64.10
Klett - Studentersamfunnet;15.01.2014 21:00;765;840;0;11;12322;;57.99
Klett - Studentersamfunnet;15.01.2014 21:05;687;840;0;11;12322;;64.57
Klett - Studentersamfunnet;15.01.2014 21:10;634;840;0;11;12322;;69.97
Klett - Studentersamfunnet;15.01.2014 21:15;638;840;0;8;12322;;69.53
Klett - Studentersamfunnet;15.01.2014 21:20;626;840;0;8;12322;;70.86
Klett - Studentersamfunnet;15.01.2014 21:25;667;840;0;9;12322;;66.51
Klett - Studentersamfunnet;15.01.2014 21:30;621;840;0;6;12322;;71.43
Klett - Studentersamfunnet;15.01.2014 21:35;652;840;0;8;12322;;68.04
Klett - Studentersamfunnet;15.01.2014 21:40;680;840;0;8;12322;;65.23
Klett - Studentersamfunnet;15.01.2014 21:45;665;840;0;8;12322;;66.71
Klett - Studentersamfunnet;15.01.2014 21:50;706;840;0;6;12322;;62.83
Klett - Studentersamfunnet;15.01.2014 21:55;640;840;0;9;12322;;69.31
Klett - Studentersamfunnet;15.01.2014 22:00;677;840;0;11;12322;;65.52
Klett - Studentersamfunnet;15.01.2014 22:05;690;840;0;6;12322;;64.29
Klett - Studentersamfunnet;15.01.2014 22:10;661;840;0;9;12322;;67.11
Klett - Studentersamfunnet;15.01.2014 22:15;669;840;0;7;12322;;66.31
Klett - Studentersamfunnet;15.01.2014 22:20;658;840;0;8;12322;;67.42
Klett - Studentersamfunnet;15.01.2014 22:25;657;840;0;8;12322;;67.52
Klett - Studentersamfunnet;15.01.2014 22:30;690;840;0;7;12322;;64.29
Klett - Studentersamfunnet;15.01.2014 22:35;676;840;0;7;12322;;65.62
Klett - Studentersamfunnet;15.01.2014 22:40;660;840;0;8;12322;;67.21
Klett - Studentersamfunnet;15.01.2014 22:45;685;840;0;4;12322;;64.76
Klett - Studentersamfunnet;15.01.2014 22:50;613;840;0;6;12322;;72.36
Klett - Studentersamfunnet;15.01.2014 22:55;651;840;0;3;12322;;68.14
Klett - Studentersamfunnet;15.01.2014 23:00;638;840;0;2;12322;;69.53
Klett - Studentersamfunnet;15.01.2014 23:05;632;840;0;5;12322;;70.19
Klett - Studentersamfunnet;15.01.2014 23:10;657;840;0;2;12322;;67.52
Klett - Studentersamfunnet;15.01.2014 23:15;730;840;0;3;12322;;60.77
Klett - Studentersamfunnet;15.01.2014 23:20;636;840;0;5;12322;;69.75
Klett - Studentersamfunnet;15.01.2014 23:25;602;840;0;5;12322;;73.69
Klett - Studentersamfunnet;15.01.2014 23:30;618;840;0;4;12322;;71.78
Klett - Studentersamfunnet;15.01.2014 23:35;629;840;0;4;12322;;70.52
Klett - Studentersamfunnet;15.01.2014 23:40;712;840;0;3;12322;;62.30
Klett - Studentersamfunnet;15.01.2014 23:45;615;840;0;4;12322;;72.13
Klett - Studentersamfunnet;15.01.2014 23:50;642;840;0;2;12322;;69.10
Klett - Studentersamfunnet;15.01.2014 23:55;582;840;0;3;12322;;76.22
Klett - Studentersamfunnet;16.01.2014 00:00;649;840;0;2;12322;;68.35
Klett - Studentersamfunnet;16.01.2014 00:05;705;840;0;0;12322;;62.92
Klett - Studentersamfunnet;16.01.2014 00:10;618;840;0;2;12322;;71.78
Klett - Studentersamfunnet;16.01.2014 00:15;717;840;0;0;12322;;61.87
Klett - Studentersamfunnet;16.01.2014 00:20;629;840;0;1;12322;;70.52
Klett - Studentersamfunnet;16.01.2014 00:25;629;840;0;0;12322;;70.52
Klett - Studentersamfunnet;16.01.2014 00:30;594;840;0;1;12322;;74.68
Klett - Studentersamfunnet;16.01.2014 00:35;561;840;0;2;12322;;79.07
Klett - Studentersamfunnet;16.01.2014 00:40;764;840;0;0;12322;;58.06
Klett - Studentersamfunnet;16.01.2014 00:45;674;840;0;1;12322;;65.81
Klett - Studentersamfunnet;16.01.2014 00:50;579;840;0;1;12322;;76.61
Klett - Studentersamfunnet;16.01.2014 00:55;751;840;0;1;12322;;59.07
Klett - Studentersamfunnet;16.01.2014 01:00;736;840;0;0;12322;;60.27
Klett - Studentersamfunnet;16.01.2014 01:05;742;840;0;1;12322;;59.78
Klett - Studentersamfunnet;16.01.2014 01:10;532;840;0;1;12322;;83.38
Klett - Studentersamfunnet;16.01.2014 01:15;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;16.01.2014 01:20;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;16.01.2014 01:25;690;840;0;1;12322;;64.29
Klett - Studentersamfunnet;16.01.2014 01:30;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;16.01.2014 01:35;593;840;0;1;12322;;74.80
Klett - Studentersamfunnet;16.01.2014 01:40;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;16.01.2014 01:45;769;840;0;0;12322;;57.68
Klett - Studentersamfunnet;16.01.2014 01:50;793;840;0;0;12322;;55.94
Klett - Studentersamfunnet;16.01.2014 01:55;654;840;0;1;12322;;67.83
Klett - Studentersamfunnet;16.01.2014 02:00;735;840;0;1;12322;;60.35
Klett - Studentersamfunnet;16.01.2014 02:05;735;840;0;0;12322;;60.35
Klett - Studentersamfunnet;16.01.2014 02:10;749;840;0;2;12322;;59.22
Klett - Studentersamfunnet;16.01.2014 02:15;732;840;0;0;12322;;60.60
Klett - Studentersamfunnet;16.01.2014 02:20;621;840;0;0;12322;;71.43
Klett - Studentersamfunnet;16.01.2014 02:25;776;840;0;0;12322;;57.16
Klett - Studentersamfunnet;16.01.2014 02:30;712;840;0;1;12322;;62.30
Klett - Studentersamfunnet;16.01.2014 02:35;665;840;0;1;12322;;66.71
Klett - Studentersamfunnet;16.01.2014 02:40;733;840;0;0;12322;;60.52
Klett - Studentersamfunnet;16.01.2014 02:45;602;840;0;1;12322;;73.69
Klett - Studentersamfunnet;16.01.2014 02:50;722;840;0;0;12322;;61.44
Klett - Studentersamfunnet;16.01.2014 02:55;761;840;0;0;12322;;58.29
Klett - Studentersamfunnet;16.01.2014 03:00;624;840;0;1;12322;;71.09
Klett - Studentersamfunnet;16.01.2014 03:05;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;16.01.2014 03:10;748;840;0;0;12322;;59.30
Klett - Studentersamfunnet;16.01.2014 03:15;699;840;0;1;12322;;63.46
Klett - Studentersamfunnet;16.01.2014 03:20;590;840;0;1;12322;;75.19
Klett - Studentersamfunnet;16.01.2014 03:25;624;840;0;0;12322;;71.09
Klett - Studentersamfunnet;16.01.2014 03:30;715;840;0;0;12322;;62.04
Klett - Studentersamfunnet;16.01.2014 03:35;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;16.01.2014 03:40;673;840;0;0;12322;;65.91
Klett - Studentersamfunnet;16.01.2014 03:45;557;840;0;1;12322;;79.64
Klett - Studentersamfunnet;16.01.2014 03:50;840;840;0;0;12322;;52.81
Klett - Studentersamfunnet;16.01.2014 03:55;702;840;0;0;12322;;63.19
Klett - Studentersamfunnet;16.01.2014 04:00;683;840;0;2;12322;;64.95
Klett - Studentersamfunnet;16.01.2014 04:05;569;840;0;1;12322;;77.96
Klett - Studentersamfunnet;16.01.2014 04:10;718;840;0;2;12322;;61.78
Klett - Studentersamfunnet;16.01.2014 04:15;595;840;0;1;12322;;74.55
Klett - Studentersamfunnet;16.01.2014 04:20;582;840;0;3;12322;;76.22
Klett - Studentersamfunnet;16.01.2014 04:25;732;840;0;1;12322;;60.60
Klett - Studentersamfunnet;16.01.2014 04:30;687;840;0;1;12322;;64.57
Klett - Studentersamfunnet;16.01.2014 04:35;744;840;0;1;12322;;59.62
Klett - Studentersamfunnet;16.01.2014 04:40;660;840;0;2;12322;;67.21
Klett - Studentersamfunnet;16.01.2014 04:45;629;840;0;4;12322;;70.52
Klett - Studentersamfunnet;16.01.2014 04:50;663;840;0;3;12322;;66.91
Klett - Studentersamfunnet;16.01.2014 04:55;668;840;0;2;12322;;66.41
Klett - Studentersamfunnet;16.01.2014 05:00;676;840;0;2;12322;;65.62
Klett - Studentersamfunnet;16.01.2014 05:05;596;840;0;4;12322;;74.43
Klett - Studentersamfunnet;16.01.2014 05:10;582;840;0;2;12322;;76.22
Klett - Studentersamfunnet;16.01.2014 05:15;714;840;0;3;12322;;62.13
Klett - Studentersamfunnet;16.01.2014 05:20;626;840;0;5;12322;;70.86
Klett - Studentersamfunnet;16.01.2014 05:25;655;840;0;1;12322;;67.72
Klett - Studentersamfunnet;16.01.2014 05:30;626;840;0;4;12322;;70.86
Klett - Studentersamfunnet;16.01.2014 05:35;611;840;0;5;12322;;72.60
Klett - Studentersamfunnet;16.01.2014 05:40;616;840;0;4;12322;;72.01
Klett - Studentersamfunnet;16.01.2014 05:45;603;840;0;6;12322;;73.56
Klett - Studentersamfunnet;16.01.2014 05:50;631;840;0;11;12322;;70.30
Klett - Studentersamfunnet;16.01.2014 05:55;623;840;0;15;12322;;71.20
Klett - Studentersamfunnet;16.01.2014 06:00;623;840;0;15;12322;;71.20
Klett - Studentersamfunnet;16.01.2014 06:05;620;840;0;9;12322;;71.55
Klett - Studentersamfunnet;16.01.2014 06:10;630;840;0;16;12322;;70.41
Klett - Studentersamfunnet;16.01.2014 06:15;631;840;0;28;12322;;70.30
Klett - Studentersamfunnet;16.01.2014 06:20;622;840;0;31;12322;;71.32
Klett - Studentersamfunnet;16.01.2014 06:25;676;840;0;32;12322;;65.62
Klett - Studentersamfunnet;16.01.2014 06:30;691;840;0;39;12322;;64.20
Klett - Studentersamfunnet;16.01.2014 06:35;686;840;0;47;12322;;64.66
Klett - Studentersamfunnet;16.01.2014 06:40;707;840;0;42;12322;;62.74
Klett - Studentersamfunnet;16.01.2014 06:45;722;840;0;40;12322;;61.44
Klett - Studentersamfunnet;16.01.2014 06:50;748;840;0;49;12322;;59.30
Klett - Studentersamfunnet;16.01.2014 06:55;697;840;0;35;12322;;63.64
Klett - Studentersamfunnet;16.01.2014 07:00;727;840;0;41;12322;;61.02
Klett - Studentersamfunnet;16.01.2014 07:05;723;840;0;35;12322;;61.35
Klett - Studentersamfunnet;16.01.2014 07:10;734;840;0;38;12322;;60.43
Klett - Studentersamfunnet;16.01.2014 07:15;800;840;0;40;12322;;55.45
Klett - Studentersamfunnet;16.01.2014 07:20;810;840;0;37;12322;;54.76
Klett - Studentersamfunnet;16.01.2014 07:25;891;840;51;46;12322;;49.79
Klett - Studentersamfunnet;16.01.2014 07:30;900;840;60;36;12322;;49.29
Klett - Studentersamfunnet;16.01.2014 07:35;973;840;133;37;12322;;45.59
Klett - Studentersamfunnet;16.01.2014 07:40;1130;840;290;34;12322;;39.26
Klett - Studentersamfunnet;16.01.2014 07:45;1272;840;432;39;12322;;34.87
Klett - Studentersamfunnet;16.01.2014 07:50;1356;840;516;33;12322;;32.71
Klett - Studentersamfunnet;16.01.2014 07:55;1412;840;572;37;12322;;31.42
Klett - Studentersamfunnet;16.01.2014 08:00;1478;840;638;33;12322;;30.01
Klett - Studentersamfunnet;16.01.2014 08:05;1364;840;524;32;12322;;32.52
Klett - Studentersamfunnet;16.01.2014 08:10;1325;840;485;30;12322;;33.48
Klett - Studentersamfunnet;16.01.2014 08:15;1285;840;445;33;12322;;34.52
Klett - Studentersamfunnet;16.01.2014 08:20;1183;840;343;27;12322;;37.50
Klett - Studentersamfunnet;16.01.2014 08:25;1185;840;345;29;12322;;37.43
Klett - Studentersamfunnet;16.01.2014 08:30;1036;840;196;27;12322;;42.82
Klett - Studentersamfunnet;16.01.2014 08:35;949;840;109;24;12322;;46.74
Klett - Studentersamfunnet;16.01.2014 08:40;901;840;61;27;12322;;49.23
Klett - Studentersamfunnet;16.01.2014 08:45;839;840;0;27;12322;;52.87
Klett - Studentersamfunnet;16.01.2014 08:50;832;840;0;23;12322;;53.32
Klett - Studentersamfunnet;16.01.2014 08:55;807;840;0;25;12322;;54.97
Klett - Studentersamfunnet;16.01.2014 09:00;729;840;0;24;12322;;60.85
Klett - Studentersamfunnet;16.01.2014 09:05;755;840;0;21;12322;;58.75
Klett - Studentersamfunnet;16.01.2014 09:10;747;840;0;29;12322;;59.38
Klett - Studentersamfunnet;16.01.2014 09:15;759;840;0;24;12322;;58.44
Klett - Studentersamfunnet;16.01.2014 09:20;752;840;0;31;12322;;58.99
